,Unnamed: 0,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
8308,8308,36, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,43, United-States,<=50K
11793,11793,54, ?, HS-grad, Widowed, ?, Own-child, White, Female,40, United-States,<=50K
16864,16864,42, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,50, United-States,>50K
18353,18353,40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,48, United-States,<=50K
763,763,53, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States,>50K
27390,27390,42, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,>50K
10133,10133,57, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,<=50K
10196,10196,31, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
4816,4816,30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
25643,25643,32, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,25, United-States,<=50K
13984,13984,19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,13, United-States,<=50K
20198,20198,25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,37, United-States,<=50K
22806,22806,46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States,>50K
27630,27630,33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,<=50K
2361,2361,26, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,>50K
31935,31935,18, Private, 11th, Never-married, Sales, Own-child, White, Female,40, United-States,<=50K
9004,9004,41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
16752,16752,42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
27956,27956,37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,<=50K
7347,7347,46, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,>50K
9629,9629,43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States,>50K
23091,23091,51, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Black, Female,40, United-States,<=50K
4772,4772,66, Local-gov, Some-college, Divorced, Other-service, Other-relative, White, Female,40, ?,>50K
12759,12759,43, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
498,498,26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,35, United-States,<=50K
13498,13498,63, ?, Prof-school, Married-civ-spouse, ?, Husband, White, Male,30, United-States,>50K
10707,10707,34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
1875,1875,63, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,40, United-States,>50K
18625,18625,20, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,25, United-States,<=50K
19616,19616,40, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,8, United-States,<=50K
20508,20508,45, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
21332,21332,23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,25, United-States,<=50K
17152,17152,19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States,<=50K
30631,30631,49, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
24652,24652,27, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,50, United-States,<=50K
8706,8706,33, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,40, United-States,<=50K
1284,1284,50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
6179,6179,58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
23404,23404,47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
23303,23303,58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, Greece,>50K
15346,15346,25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States,<=50K
3388,3388,46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,>50K
25319,25319,60, Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,40, United-States,>50K
32240,32240,21, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,46, United-States,<=50K
7291,7291,25, ?, HS-grad, Never-married, ?, Own-child, White, Male,40, United-States,<=50K
10628,10628,47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,<=50K
24035,24035,60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,65, United-States,<=50K
21541,21541,27, Private, 5th-6th, Never-married, Craft-repair, Own-child, White, Male,40, ?,<=50K
10563,10563,23, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,25, United-States,<=50K
6137,6137,36, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,>50K
15083,15083,65, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,40, United-States,<=50K
12217,12217,57, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,36, United-States,<=50K
30557,30557,20, State-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,30, United-States,<=50K
23642,23642,50, State-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,40, United-States,<=50K
8766,8766,42, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States,<=50K
10035,10035,61, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,32, United-States,<=50K
823,823,30, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
27131,27131,24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,40, United-States,<=50K
2275,2275,23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
20451,20451,20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,10, United-States,<=50K
14516,14516,19, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
14822,14822,35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,>50K
31712,31712,24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,24, United-States,<=50K
16802,16802,26, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female,40, United-States,<=50K
916,916,43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,50, South,<=50K
26531,26531,34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,52, Jamaica,<=50K
20453,20453,37, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,20, Puerto-Rico,<=50K
24371,24371,54, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,60, United-States,<=50K
10282,10282,27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
7327,7327,53, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, ?,>50K
42,42,24, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States,<=50K
16850,16850,28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,<=50K
19027,19027,41, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, Philippines,>50K
3838,3838,45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,40, United-States,<=50K
2091,2091,29, ?, Bachelors, Never-married, ?, Not-in-family, White, Male,40, United-States,<=50K
683,683,23, Local-gov, Some-college, Separated, Exec-managerial, Unmarried, Black, Male,40, United-States,<=50K
24033,24033,25, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States,<=50K
30349,30349,46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States,<=50K
6284,6284,41, ?, HS-grad, Never-married, ?, Not-in-family, White, Female,30, United-States,<=50K
3361,3361,21, Private, 11th, Never-married, Priv-house-serv, Other-relative, White, Female,40, Mexico,<=50K
31139,31139,27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,>50K
19607,19607,25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,>50K
28939,28939,52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
4538,4538,20, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,24, Philippines,<=50K
12336,12336,29, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,80, United-States,<=50K
15831,15831,43, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States,>50K
31996,31996,40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States,>50K
4726,4726,31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,45, El-Salvador,<=50K
20366,20366,40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,30, United-States,>50K
94,94,34, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,>50K
20538,20538,44, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,40, United-States,<=50K
9716,9716,62, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
26083,26083,71, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
2951,2951,48, Private, Some-college, Widowed, Exec-managerial, Unmarried, Black, Female,38, United-States,<=50K
18428,18428,24, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Male,60, United-States,<=50K
22016,22016,47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,60, United-States,>50K
29570,29570,38, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,50, United-States,<=50K
4263,4263,36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female,40, United-States,<=50K
26943,26943,39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,>50K
13162,13162,34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,45, Jamaica,<=50K
29830,29830,55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States,>50K
17794,17794,26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
24387,24387,38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
21598,21598,24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States,<=50K
4152,4152,20, ?, Some-college, Never-married, ?, Own-child, White, Male,20, United-States,<=50K
19162,19162,44, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States,<=50K
22477,22477,25, Private, 10th, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,40, United-States,<=50K
19094,19094,21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,20, Vietnam,<=50K
516,516,25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,20, United-States,<=50K
9592,9592,53, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,33, United-States,<=50K
31907,31907,48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Cuba,>50K
11217,11217,32, ?, Assoc-acdm, Never-married, ?, Unmarried, White, Male,20, United-States,<=50K
19508,19508,29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,<=50K
11482,11482,38, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
5261,5261,27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
17033,17033,49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,44, United-States,<=50K
26217,26217,44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
27650,27650,23, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
10794,10794,24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States,<=50K
27136,27136,58, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,72, United-States,<=50K
24766,24766,47, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,25, Germany,<=50K
27721,27721,61, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,70, United-States,<=50K
10824,10824,47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
6978,6978,24, Self-emp-not-inc, 7th-8th, Never-married, Farming-fishing, Own-child, White, Male,50, United-States,<=50K
5689,5689,32, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States,<=50K
4962,4962,31, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Other, Male,50, United-States,<=50K
2455,2455,37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
28551,28551,49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
9712,9712,30, ?, 11th, Never-married, ?, Unmarried, White, Male,40, United-States,<=50K
24221,24221,41, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States,<=50K
5809,5809,39, Private, Some-college, Divorced, Sales, Unmarried, White, Female,40, United-States,<=50K
18123,18123,36, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
18654,18654,39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States,>50K
27343,27343,30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
2470,2470,50, Federal-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,>50K
6128,6128,23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,50, United-States,<=50K
20327,20327,55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
9479,9479,44, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,40, United-States,<=50K
20592,20592,54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
23768,23768,34, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
4938,4938,31, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,20, United-States,<=50K
23893,23893,43, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,40, United-States,<=50K
31418,31418,41, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Philippines,<=50K
24288,24288,33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States,<=50K
8059,8059,27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,40, Philippines,<=50K
1413,1413,53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,>50K
23904,23904,30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,60, United-States,>50K
19670,19670,53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,<=50K
16434,16434,33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,40, United-States,<=50K
23496,23496,45, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,60, United-States,<=50K
22177,22177,53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
31774,31774,58, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,40, Dominican-Republic,<=50K
22973,22973,20, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States,<=50K
7999,7999,20, ?, Some-college, Never-married, ?, Own-child, White, Male,60, United-States,<=50K
7981,7981,24, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,40, United-States,<=50K
31274,31274,49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,42, United-States,>50K
19342,19342,26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,<=50K
22301,22301,42, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,>50K
1806,1806,59, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
10427,10427,37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
3101,3101,65, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,65, United-States,<=50K
9663,9663,35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,>50K
19568,19568,47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,>50K
29738,29738,31, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Male,40, ?,<=50K
14030,14030,40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,60, Puerto-Rico,<=50K
28397,28397,39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,>50K
9992,9992,44, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,40, United-States,<=50K
2137,2137,42, Federal-gov, Some-college, Divorced, Adm-clerical, Other-relative, White, Female,40, Puerto-Rico,<=50K
14664,14664,54, Private, Some-college, Widowed, Craft-repair, Unmarried, White, Female,50, United-States,<=50K
25796,25796,46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States,>50K
3502,3502,40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Mexico,>50K
998,998,40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
9046,9046,23, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,35, Mexico,<=50K
12484,12484,27, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,<=50K
1734,1734,27, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,50, United-States,<=50K
17526,17526,36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States,<=50K
5670,5670,30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States,<=50K
24448,24448,22, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,40, United-States,<=50K
13055,13055,58, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States,<=50K
8187,8187,68, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
28257,28257,47, Local-gov, Doctorate, Never-married, Prof-specialty, Unmarried, White, Female,40, United-States,<=50K
14261,14261,22, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,42, Germany,<=50K
5570,5570,42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,>50K
8614,8614,32, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,>50K
10674,10674,37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, ?,<=50K
24647,24647,20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,20, United-States,<=50K
10761,10761,33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, Canada,<=50K
29752,29752,69, ?, Assoc-acdm, Divorced, ?, Unmarried, White, Female,1, United-States,<=50K
11061,11061,43, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,55, United-States,<=50K
11744,11744,34, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
2930,2930,21, ?, Some-college, Never-married, ?, Own-child, White, Female,5, United-States,<=50K
14740,14740,20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,30, United-States,<=50K
2272,2272,19, Private, Some-college, Never-married, Sales, Own-child, White, Female,10, United-States,<=50K
16249,16249,30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States,<=50K
10847,10847,42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,48, United-States,<=50K
23947,23947,19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,18, Philippines,<=50K
25658,25658,30, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,40, United-States,<=50K
15458,15458,56, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
9332,9332,31, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,<=50K
13224,13224,46, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States,<=50K
2168,2168,32, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Unmarried, White, Male,50, United-States,<=50K
23398,23398,66, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Other-relative, White, Male,99, United-States,<=50K
32345,32345,18, Private, 12th, Never-married, Other-service, Own-child, White, Male,12, United-States,<=50K
24218,24218,40, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
23718,23718,50, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
23948,23948,77, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,32, United-States,<=50K
251,251,42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40, United-States,<=50K
10331,10331,37, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,36, United-States,>50K
21453,21453,34, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female,10, United-States,>50K
17140,17140,48, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,38, United-States,<=50K
7535,7535,36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
11911,11911,42, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,15, United-States,<=50K
2479,2479,55, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Male,40, United-States,<=50K
30649,30649,45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
18598,18598,46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
12065,12065,61, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,20, United-States,<=50K
32379,32379,25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,37, United-States,<=50K
9357,9357,69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,48, United-States,<=50K
15761,15761,35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States,<=50K
18393,18393,54, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States,>50K
2586,2586,26, ?, 11th, Never-married, ?, Not-in-family, White, Female,35, Germany,<=50K
6331,6331,39, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,35, Puerto-Rico,>50K
19475,19475,43, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States,<=50K
9163,9163,41, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
15193,15193,22, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, White, Female,40, United-States,<=50K
6569,6569,61, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,>50K
13204,13204,43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,42, United-States,>50K
29138,29138,31, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
14346,14346,46, Local-gov, Masters, Divorced, Exec-managerial, Unmarried, White, Female,65, United-States,>50K
18023,18023,63, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, United-States,<=50K
27391,27391,24, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States,<=50K
11866,11866,45, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,48, United-States,>50K
5460,5460,25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
3069,3069,48, Private, 11th, Divorced, Other-service, Unmarried, Black, Female,40, United-States,<=50K
23759,23759,39, ?, 10th, Widowed, ?, Unmarried, White, Female,15, United-States,<=50K
1172,1172,25, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,99, United-States,>50K
24425,24425,47, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
6450,6450,21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,40, United-States,<=50K
31859,31859,24, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,45, United-States,<=50K
19825,19825,54, Private, Masters, Widowed, Adm-clerical, Unmarried, White, Female,38, United-States,<=50K
12870,12870,32, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,40, Mexico,<=50K
6698,6698,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,<=50K
557,557,31, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,20, ?,<=50K
18643,18643,33, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,>50K
29838,29838,29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
31257,31257,29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,50, United-States,<=50K
21116,21116,34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,>50K
4347,4347,29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,40, United-States,<=50K
29345,29345,32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,<=50K
1556,1556,23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,30, United-States,<=50K
7178,7178,22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,60, United-States,<=50K
16255,16255,64, Private, 11th, Widowed, Tech-support, Unmarried, White, Female,16, United-States,<=50K
9529,9529,58, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
4773,4773,44, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Male,60, United-States,<=50K
32324,32324,42, State-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Male,40, United-States,<=50K
8255,8255,32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,>50K
31450,31450,55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
10644,10644,43, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States,<=50K
8898,8898,42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,60, Taiwan,<=50K
